TestCase,Region,Inter/Union,Precision,Recall,f1_score
416,GRCh38_alllowmapandsegdupregions.bed,0.2521865889212828,0.6211849192100538,0.2980189491817399,0.4027939464493597
422,GRCh38_alllowmapandsegdupregions.bed,0.3928346951602766,0.5924170616113744,0.5383290267011197,0.5640794223826716
428,GRCh38_alllowmapandsegdupregions.bed,0.26434108527131783,0.725531914893617,0.2937123169681309,0.41814837522992027
435,GRCh38_alllowmapandsegdupregions.bed,0.5438884331419196,0.9195561719833564,0.5710594315245479,0.7045696068012753
436,GRCh38_alllowmapandsegdupregions.bed,0.5796992481203007,0.8202127659574469,0.6640826873385013,0.7339362208472157
437,GRCh38_alllowmapandsegdupregions.bed,0.5438884331419196,0.9195561719833564,0.5710594315245479,0.7045696068012753
438,GRCh38_alllowmapandsegdupregions.bed,0.5942720763723149,0.8861209964412812,0.6434108527131783,0.7455089820359282
441,GRCh38_alllowmapandsegdupregions.bed,0.5018867924528302,0.8021712907117008,0.5727820844099913,0.6683417085427136
442,GRCh38_alllowmapandsegdupregions.bed,0.5762081784386617,0.808133472367049,0.6675279931093885,0.7311320754716981
443,GRCh38_alllowmapandsegdupregions.bed,0.5018867924528302,0.8021712907117008,0.5727820844099913,0.6683417085427136
444,GRCh38_alllowmapandsegdupregions.bed,0.5927099841521395,0.8810365135453475,0.6442721791559001,0.7442786069651741
447,GRCh38_alllowmapandsegdupregions.bed,0.5391517128874388,0.9104683195592288,0.5693367786391043,0.7005829358770536
448,GRCh38_alllowmapandsegdupregions.bed,0.5700589970501475,0.7985537190082644,0.6658053402239449,0.7261625176139033
449,GRCh38_alllowmapandsegdupregions.bed,0.5391517128874388,0.9104683195592288,0.5693367786391043,0.7005829358770536
450,GRCh38_alllowmapandsegdupregions.bed,0.5949166004765687,0.8842975206611571,0.6451335055986219,0.7460159362549802
453,GRCh38_alllowmapandsegdupregions.bed,0.5204724409448819,0.8584415584415584,0.5693367786391043,0.6846193682030036
454,GRCh38_alllowmapandsegdupregions.bed,0.5902140672782875,0.8400435255712732,0.664944013781223,0.7423076923076923
455,GRCh38_alllowmapandsegdupregions.bed,0.5204724409448819,0.8584415584415584,0.5693367786391043,0.6846193682030036
456,GRCh38_alllowmapandsegdupregions.bed,0.5930047694753577,0.8849347568208779,0.6425495262704565,0.7445109780439122
459,GRCh38_alllowmapandsegdupregions.bed,0.5296989422294548,0.9054242002781642,0.5607235142118863,0.6925531914893616
460,GRCh38_alllowmapandsegdupregions.bed,0.6118421052631579,0.9311639549436797,0.6408268733850129,0.7591836734693878
461,GRCh38_alllowmapandsegdupregions.bed,0.5296989422294548,0.9054242002781642,0.5607235142118863,0.6925531914893616
462,GRCh38_alllowmapandsegdupregions.bed,0.5897226753670473,0.91751269035533,0.6227390180878553,0.7419189327860441
465,GRCh38_alllowmapandsegdupregions.bed,0.4748427672955975,0.8447552447552448,0.5202411714039621,0.6439232409381663
466,GRCh38_alllowmapandsegdupregions.bed,0.5952960259529603,0.9106699751861044,0.6322136089577951,0.7463141840366039
467,GRCh38_alllowmapandsegdupregions.bed,0.4748427672955975,0.8447552447552448,0.5202411714039621,0.6439232409381663
468,GRCh38_alllowmapandsegdupregions.bed,0.5732586068855084,0.8905472636815921,0.6167097329888027,0.7287531806615776
471,GRCh38_alllowmapandsegdupregions.bed,0.5290697674418605,0.9367647058823528,0.5486649440137812,0.6920152091254752
472,GRCh38_alllowmapandsegdupregions.bed,0.6019339242546333,0.9032648125755744,0.6434108527131783,0.7515090543259557
473,GRCh38_alllowmapandsegdupregions.bed,0.5290697674418605,0.9367647058823528,0.5486649440137812,0.6920152091254752
474,GRCh38_alllowmapandsegdupregions.bed,0.5834683954619124,0.9079445145018916,0.6201550387596899,0.7369498464687819
477,GRCh38_alllowmapandsegdupregions.bed,0.4918032786885246,0.9104704097116844,0.5167958656330749,0.6593406593406592
478,GRCh38_alllowmapandsegdupregions.bed,0.6,0.9254108723135273,0.6304909560723514,0.75
479,GRCh38_alllowmapandsegdupregions.bed,0.4918032786885246,0.9104704097116844,0.5167958656330749,0.6593406593406592
480,GRCh38_alllowmapandsegdupregions.bed,0.5760257441673371,0.8972431077694235,0.6167097329888027,0.7309851965288411
483,GRCh38_alllowmapandsegdupregions.bed,0.3611691022964509,0.4782308223911541,0.5960378983634798,0.5306748466257669
484,GRCh38_alllowmapandsegdupregions.bed,0.4348543155579989,0.5458937198067633,0.6813092161929372,0.6061302681992337
485,GRCh38_alllowmapandsegdupregions.bed,0.3611691022964509,0.4782308223911541,0.5960378983634798,0.5306748466257669
486,GRCh38_alllowmapandsegdupregions.bed,0.43057897695334457,0.5534682080924855,0.6597760551248923,0.6019646365422396
489,GRCh38_alllowmapandsegdupregions.bed,0.3391984359726295,0.4395186827105763,0.5977605512489234,0.5065693430656935
490,GRCh38_alllowmapandsegdupregions.bed,0.38205499276411,0.4647887323943662,0.6821705426356589,0.5528795811518324
491,GRCh38_alllowmapandsegdupregions.bed,0.3391984359726295,0.4395186827105763,0.5977605512489234,0.5065693430656935
492,GRCh38_alllowmapandsegdupregions.bed,0.4072110286320255,0.5144005358338914,0.6614987080103361,0.5787490580256218
495,GRCh38_alllowmapandsegdupregions.bed,0.3298479087452472,0.4239462431276726,0.5977605512489234,0.4960686204431737
496,GRCh38_alllowmapandsegdupregions.bed,0.3695753616425572,0.4464487034949267,0.6821705426356589,0.5396933560477001
497,GRCh38_alllowmapandsegdupregions.bed,0.3298479087452472,0.4239462431276726,0.5977605512489234,0.4960686204431737
498,GRCh38_alllowmapandsegdupregions.bed,0.39896373056994816,0.5003248862897985,0.6632213608957795,0.5703703703703704
501,GRCh38_alllowmapandsegdupregions.bed,0.3723804406233208,0.4974874371859296,0.5968992248062015,0.5426781519185592
502,GRCh38_alllowmapandsegdupregions.bed,0.4549109707064905,0.577259475218659,0.6821705426356589,0.6253454401894987
503,GRCh38_alllowmapandsegdupregions.bed,0.3723804406233208,0.4974874371859296,0.5968992248062015,0.5426781519185592
504,GRCh38_alllowmapandsegdupregions.bed,0.4452214452214453,0.5792266868840029,0.6580534022394487,0.6161290322580645
507,GRCh38_alllowmapandsegdupregions.bed,0.4379407616361072,0.7072892938496583,0.5348837209302325,0.6091221186856303
508,GRCh38_alllowmapandsegdupregions.bed,0.5058309037900874,0.7668508287292818,0.5977605512489234,0.6718296224588578
509,GRCh38_alllowmapandsegdupregions.bed,0.4379407616361072,0.7072892938496583,0.5348837209302325,0.6091221186856303
510,GRCh38_alllowmapandsegdupregions.bed,0.5087847730600292,0.7722222222222223,0.5986218776916451,0.6744298884036876
513,GRCh38_alllowmapandsegdupregions.bed,0.402247191011236,0.7552742616033755,0.4625322997416021,0.5737179487179488
514,GRCh38_alllowmapandsegdupregions.bed,0.5003700962250185,0.7806004618937644,0.5822566752799311,0.6669955599407992
515,GRCh38_alllowmapandsegdupregions.bed,0.402247191011236,0.7552742616033755,0.4625322997416021,0.5737179487179488
516,GRCh38_alllowmapandsegdupregions.bed,0.5143721633888049,0.8085612366230678,0.5857019810508183,0.6793206793206793
519,GRCh38_alllowmapandsegdupregions.bed,0.4080834419817471,0.6266266266266266,0.5391903531438416,0.5796296296296296
520,GRCh38_alllowmapandsegdupregions.bed,0.495014245014245,0.7409381663113006,0.5986218776916451,0.6622201048118149
521,GRCh38_alllowmapandsegdupregions.bed,0.4080834419817471,0.6266266266266266,0.5391903531438416,0.5796296296296296
