TestCase1,TestCase2,Inter/Union
bw/st/yes/no/d/639/fd/A,bo/mu/no/no/m/620/fd/U,0.32
bw/st/yes/no/d/639/fd/A,bw/st/yes/no/m/645/fd/A,1.0
bw/st/yes/no/d/639/fd/A,bo/so/yes/no/d/642/fd/A,0.27
bw/mu/no/yes/d/601/fd/U,bo/so/no/yes/d/606/fd/U,0.04
bw/mu/no/yes/d/601/fd/U,bw/st/yes/no/d/639/fd/A,0.35
bw/mu/no/yes/d/601/fd/U,bw/mu/no/yes/d/601/fd/U,1.0
bw/mu/no/yes/d/601/fd/U,bw/mu/yes/no/d/637/fd/A,0.83
bw/mu/no/yes/d/601/fd/U,bo/mu/no/yes/m/608/fd/U,0.64
bw/mu/no/yes/d/601/fd/U,bo/so/yes/yes/d/630/fd/A,0.34
bw/mu/no/yes/d/601/fd/U,bo/st/no/no/d/664/fd/A,0.46
bw/mu/no/yes/d/601/fd/U,bw/st/no/no/d/663/fd/A,0.34
bw/mu/no/yes/d/601/fd/U,bw/mu/no/yes/m/655/fd/A,1.0
bw/mu/no/yes/d/601/fd/U,bo/st/no/yes/d/652/fd/A,0.49
bw/mu/no/yes/d/601/fd/U,bw/mu/yes/yes/m/631/fd/A,0.89
bw/mu/no/yes/d/601/fd/U,bo/so/yes/yes/m/636/fd/A,0.34
bw/mu/no/yes/d/601/fd/U,bw/st/no/yes/m/609/fd/U,0.46
bw/mu/no/yes/d/601/fd/U,bo/so/yes/no/m/600/fd/U,0.25
bw/mu/no/yes/d/601/fd/U,bw/mu/no/yes/m/607/fd/U,1.0
bw/mu/no/yes/d/601/fd/U,bo/mu/yes/no/d/638/fd/A,0.73
bw/mu/no/yes/d/601/fd/U,bw/so/no/yes/d/653/fd/A,0.32
bw/mu/no/yes/d/601/fd/U,bo/so/no/yes/d/654/fd/A,0.04
bw/mu/no/yes/d/601/fd/U,bo/mu/no/no/d/662/fd/A,0.57
bw/mu/no/yes/d/601/fd/U,bw/so/no/no/d/665/fd/A,0.25
bw/mu/no/yes/d/601/fd/U,bo/mu/yes/yes/d/578/fd/U,0.71
bw/mu/no/yes/d/601/fd/U,bo/so/yes/yes/d/582/fd/U,0.34
bw/mu/no/yes/d/601/fd/U,bw/st/yes/yes/m/585/fd/U,0.46
bw/mu/no/yes/d/601/fd/U,bo/mu/yes/yes/m/584/fd/U,0.71
bw/mu/no/yes/d/601/fd/U,bw/mu/yes/yes/m/583/fd/U,0.89
bw/mu/no/yes/d/601/fd/U,bw/mu/yes/yes/d/577/fd/U,0.89
bw/mu/no/yes/d/601/fd/U,bw/st/yes/yes/d/579/fd/U,0.46
bw/mu/no/yes/d/601/fd/U,bo/mu/yes/no/d/590/fd/U,0.73
bw/mu/no/yes/d/601/fd/U,bw/st/yes/no/m/597/fd/U,0.35
bw/mu/no/yes/d/601/fd/U,bw/so/yes/no/m/599/fd/U,0.24
bw/mu/no/yes/d/601/fd/U,bo/st/yes/no/m/598/fd/U,0.49
bw/mu/no/yes/d/601/fd/U,bo/mu/yes/no/m/596/fd/U,0.73
bw/mu/no/yes/d/601/fd/U,bw/st/yes/no/d/591/fd/U,0.35
bw/mu/no/yes/d/601/fd/U,bw/so/yes/no/m/647/fd/A,0.24
bw/mu/no/yes/d/601/fd/U,bo/st/yes/no/d/640/fd/A,0.49
bw/mu/no/yes/d/601/fd/U,bw/mu/no/yes/d/649/fd/A,1.0
bw/mu/no/yes/d/601/fd/U,bw/so/no/no/m/671/fd/A,0.25
bw/mu/no/yes/d/601/fd/U,bw/mu/yes/yes/d/625/fd/A,0.89
bw/mu/no/yes/d/601/fd/U,bo/st/no/no/m/622/fd/U,0.46
bw/mu/no/yes/d/601/fd/U,bo/mu/no/no/d/614/fd/U,0.57
bw/mu/no/yes/d/601/fd/U,bw/mu/no/no/d/613/fd/U,0.86
bw/mu/no/yes/d/601/fd/U,bo/st/no/no/m/670/fd/A,0.46
bw/mu/no/yes/d/601/fd/U,bo/so/yes/no/m/648/fd/A,0.25
bw/mu/no/yes/d/601/fd/U,bw/so/yes/no/d/641/fd/A,0.24
bw/mu/no/yes/d/601/fd/U,bo/st/yes/no/m/646/fd/A,0.49
bw/mu/no/yes/d/601/fd/U,bo/so/no/yes/m/612/fd/U,0.04
bw/mu/no/yes/d/601/fd/U,bw/st/no/no/d/615/fd/U,0.34
bw/mu/no/yes/d/601/fd/U,bw/so/no/no/m/623/fd/U,0.25
bw/mu/no/yes/d/601/fd/U,bo/so/no/no/m/624/fd/U,0.04
bw/mu/no/yes/d/601/fd/U,bo/so/no/yes/m/660/fd/A,0.04
bw/mu/no/yes/d/601/fd/U,bo/st/no/yes/m/658/fd/A,0.49
bw/mu/no/yes/d/601/fd/U,bw/mu/no/no/m/667/fd/A,0.86
bw/mu/no/yes/d/601/fd/U,bw/st/no/yes/d/651/fd/A,0.46
bw/mu/no/yes/d/601/fd/U,bw/st/no/no/m/669/fd/A,0.34
bw/mu/no/yes/d/601/fd/U,bo/mu/no/yes/m/656/fd/A,0.64
bw/mu/no/yes/d/601/fd/U,bo/mu/no/yes/d/602/fd/U,0.64
bw/mu/no/yes/d/601/fd/U,bw/so/no/yes/d/605/fd/U,0.32
bw/mu/no/yes/d/601/fd/U,bw/st/yes/yes/m/633/fd/A,0.46
bw/mu/no/yes/d/601/fd/U,bo/st/yes/yes/m/634/fd/A,0.51
bw/mu/no/yes/d/601/fd/U,bo/mu/no/no/m/668/fd/A,0.57
bw/mu/no/yes/d/601/fd/U,bw/st/no/yes/m/657/fd/A,0.46
bw/mu/no/yes/d/601/fd/U,bo/mu/no/yes/d/650/fd/A,0.64
bw/mu/no/yes/d/601/fd/U,bw/so/no/yes/m/659/fd/A,0.32
bw/mu/no/yes/d/601/fd/U,bo/so/no/no/d/666/fd/A,0.04
bw/mu/no/yes/d/601/fd/U,bw/mu/no/no/d/661/fd/A,0.86
bw/mu/no/yes/d/601/fd/U,bw/so/yes/yes/m/635/fd/A,0.31
bw/mu/no/yes/d/601/fd/U,bo/mu/yes/yes/m/632/fd/A,0.71
bw/mu/no/yes/d/601/fd/U,bo/st/no/yes/d/604/fd/U,0.49
bw/mu/no/yes/d/601/fd/U,bw/st/no/yes/d/603/fd/U,0.46
bw/mu/no/yes/d/601/fd/U,bo/so/yes/yes/m/588/fd/U,0.34
bw/mu/no/yes/d/601/fd/U,bo/st/yes/yes/m/586/fd/U,0.51
